CustomerID,Total_Balance_per_cus,Total_transaction_value_per_cus,transaction_frequency_per_cus,avg_transaction_per_cus,Acc_per_customer,Loans_per_customer,Total_loan_amt_per_cus
10499,93642.02,81111.3,34.0,2385.6264705882354,1,1.0,11854.46
10500,178902.39,200885.59,81.0,2480.069012345679,3,1.0,24768.37
10501,158147.12,154958.26,61.0,2540.299344262295,2,1.0,89648.09
10502,91140.51999999999,222041.67,89.0,2494.8502247191013,3,1.0,65948.85
10503,162917.22999999998,137248.5,58.0,2366.353448275862,2,,
10504,23404.59,134492.49,64.0,2101.44515625,2,,
10505,55584.89,67730.93000000001,26.0,2605.0357692307693,1,2.0,82621.42000000001
10506,137343.12,245372.31,96.0,2555.9615625,3,,
10507,96203.92,71619.33,26.0,2754.5896153846156,1,,
10508,,,,,1,,
10509,85030.52,53579.44,24.0,2232.476666666667,1,,
10510,14814.87,52304.770000000004,24.0,2179.365416666667,1,,
10511,98233.76000000001,266534.77,107.0,2490.9791588785047,3,1.0,73391.3
10512,71615.89,113930.6,48.0,2373.554166666667,2,,
10513,,,,,1,,
10514,97505.74,70681.52,28.0,2524.34,1,,
10515,142854.76,221393.76,79.0,2802.452658227848,3,,
10516,,,,,1,,
10517,,,,,1,,
10518,235994.15999999997,335107.51,136.0,2464.0258088235296,5,1.0,82144.49
10519,44765.57,154263.35,68.0,2268.578676470588,2,,
10520,66524.93,101379.84,34.0,2981.7599999999998,1,,
10521,,,,,1,,
10522,167687.24,105969.97,48.0,2207.7077083333334,2,1.0,75583.81
10523,,,,,1,,
10524,204875.23,231961.77,93.0,2494.2125806451613,3,,
10525,21044.85,81758.36,34.0,2404.6576470588234,1,,
10526,126220.26999999999,268723.8,93.0,2889.5032258064516,3,,
10527,97520.65,55951.5,21.0,2664.3571428571427,1,,
10528,101246.03,190134.21,70.0,2716.203,2,1.0,41063.62
10529,116059.54000000001,207427.97,75.0,2765.7062666666666,2,,
10530,80601.43,91920.06999999999,35.0,2626.287714285714,1,,
10531,,,,,1,,
10532,115397.18,121437.3,52.0,2335.3326923076925,2,,
10533,,,,,1,,
10534,30305.49,76856.91,32.0,2401.7784375,1,1.0,84671.11
10535,254715.78000000003,277192.69,113.0,2453.0326548672565,4,2.0,107688.23
10536,,,,,1,,
10537,45129.0,83670.82,32.0,2614.713125,1,,
10538,96833.55,162664.49,66.0,2464.613484848485,2,,
10539,54673.13,61321.51,24.0,2555.0629166666668,1,,
10540,67038.22,75489.79,35.0,2156.851142857143,1,1.0,87988.21
10541,70104.27,255414.61,105.0,2432.520095238095,3,,
10542,,,,,1,,
10543,137130.71000000002,249164.88999999998,90.0,2768.498777777778,3,,
10544,47917.51,87795.84,32.0,2743.62,1,,
10545,304750.15,329101.02999999997,125.0,2632.80824,4,2.0,157127.07
10546,,,,,1,,
10547,,,,,1,,
10548,,,,,1,,
10549,86753.63,93187.23,42.0,2218.743571428571,1,,
10550,62529.799999999996,165350.94,60.0,2755.849,2,,
10551,100962.34,236232.88,90.0,2624.809777777778,3,1.0,64057.79
10552,48714.36,161139.45,66.0,2441.5068181818183,2,1.0,84790.28
10553,,,,,1,,
10554,18417.51,64475.48,26.0,2479.826153846154,1,,
10555,3563.19,65151.95,28.0,2326.855357142857,1,,
10556,91826.88,199729.93,78.0,2560.640128205128,2,1.0,40746.65
10557,166406.88,250402.88999999998,110.0,2276.389909090909,4,,
10558,56499.15,111750.8,39.0,2865.405128205128,1,,
10559,,,,,1,,
10560,,,,,1,,
10561,254662.58,219783.51,93.0,2363.2635483870968,3,1.0,62585.34
10562,39524.369999999995,148019.39,68.0,2176.755735294118,2,,
10563,,,,,1,,
10564,31978.53,80942.9,31.0,2611.0612903225806,1,,
10565,177385.38,277007.15,118.0,2347.518220338983,4,3.0,119418.75
10566,91124.05,86916.43,34.0,2556.365588235294,1,,
10567,90807.98,176550.68,69.0,2558.705507246377,3,,
10568,171582.12,217576.61000000002,91.0,2390.9517582417584,3,,
10569,,,,,1,,
10570,41593.86,82208.57,37.0,2221.8532432432435,1,,
10571,148038.31,334759.88,136.0,2461.469705882353,4,,
10572,33936.14,63439.44,23.0,2758.2365217391307,1,,
10573,126788.18,261824.5,91.0,2877.1923076923076,3,,
10574,232262.27,385730.02999999997,145.0,2660.2071034482756,4,1.0,35193.45
10575,166330.00999999998,256686.85,105.0,2444.6366666666668,4,1.0,68008.02
10576,197592.31,291649.12,112.0,2604.0099999999998,3,3.0,107148.58
10577,73352.5,65672.33,31.0,2118.4622580645164,1,,
10578,83456.3,127766.01,56.0,2281.5358928571427,2,,
10579,122272.26000000001,144605.04,62.0,2332.33935483871,2,1.0,29013.67
10580,14560.17,90147.41,31.0,2907.9809677419357,1,,
10581,,,,,1,,
10582,216107.34,190080.95,81.0,2346.6783950617287,3,1.0,58856.94
10583,143030.05,145201.3,58.0,2503.470689655172,2,,
10584,296388.19,276188.94,111.0,2488.1886486486487,4,,
10585,41482.99,106553.4,46.0,2316.378260869565,1,,
10586,65982.99,137333.81,61.0,2251.3739344262294,2,1.0,22288.38
10587,56535.81,63870.09,29.0,2202.416896551724,1,,
10588,99815.57,51196.590000000004,24.0,2133.1912500000003,1,,
10589,,,,,1,,
10590,,,,,1,,
10591,,,,,1,,
10592,50478.51,155532.31,62.0,2508.5856451612904,2,,
10593,145384.06,220433.67,94.0,2345.039042553192,3,,
10594,47387.99,88781.18,36.0,2466.143888888889,1,,
10595,35503.33,51953.57,21.0,2473.979523809524,1,,
10596,83630.29000000001,214437.28,79.0,2714.3959493670886,2,1.0,3503.09
10597,,,,,1,,
10598,,,,,1,,
10599,44110.89,151506.17,55.0,2754.657636363637,2,1.0,26204.77
10600,96074.22,71114.56,28.0,2539.805714285714,1,,
10601,38058.16,64546.47,27.0,2390.61,1,,
10602,183476.91999999998,211276.28,83.0,2545.4973493975904,3,,
10603,413715.8,384162.22,153.0,2510.8641830065358,5,4.0,195204.91999999998
10604,74535.48000000001,163199.41,58.0,2813.7829310344828,2,,
10605,44006.369999999995,138307.38,51.0,2711.909411764706,2,,
10606,,,,,1,,
10607,,,,,1,,
10608,90342.64,133046.71,52.0,2558.5905769230767,2,,
10609,137162.7,112693.52,54.0,2086.917037037037,2,,
10610,88823.48,82960.56999999999,31.0,2676.1474193548383,1,,
10611,141368.38,110941.85,51.0,2175.3303921568627,2,,
10612,37144.18,140091.17,58.0,2415.3650000000002,2,,
10613,87749.26,60497.340000000004,31.0,1951.5270967741938,1,,
10614,32176.3,78893.02,32.0,2465.406875,1,,
10615,60894.86,84866.28,40.0,2121.657,1,,
10616,54413.45,150851.63999999998,56.0,2693.7792857142854,2,,
10617,131623.28,154718.73,62.0,2495.4633870967746,2,,
10618,26242.64,70966.39,30.0,2365.546333333333,1,,
10619,47109.88,59606.74,23.0,2591.5973913043476,1,,
10620,153386.6,165775.48,70.0,2368.221142857143,2,,
10621,,,,,1,,
10622,,,,,1,,
10623,,,,,1,,
10624,210602.05,227275.33000000002,86.0,2642.7363953488375,3,,
10625,33473.34,67107.43000000001,28.0,2396.693928571429,1,,
10626,34252.99,58010.44,25.0,2320.4176,1,,
10627,10365.83,94736.46,39.0,2429.1400000000003,1,,
10628,92686.34,127951.44,56.0,2284.847142857143,2,,
10629,,,,,1,,
10630,,,,,1,,
10631,44490.149999999994,147875.07,63.0,2347.2233333333334,2,1.0,41206.98
10632,138658.91999999998,139258.42,52.0,2678.0465384615386,2,1.0,9191.43
10633,92207.53,68974.66,35.0,1970.7045714285716,1,,
10634,159706.2,206969.05,87.0,2378.9545977011494,3,1.0,28872.26
10635,84925.81,82378.74,36.0,2288.2983333333336,1,,
10636,121935.64,116852.54000000001,50.0,2337.0508,2,,
10637,76460.04000000001,242576.32,99.0,2450.2658585858585,3,1.0,97866.11
10638,,,,,1,,
10639,96899.81,116767.07,39.0,2994.027435897436,2,,
10640,85648.39,60193.36,28.0,2149.7628571428572,1,,
10641,,,,,1,,
10642,106773.53,186218.16999999998,73.0,2550.933835616438,2,1.0,58822.33
10643,187586.06,216377.29,90.0,2404.192111111111,3,,
10644,,,,,1,,
10645,173072.34,143406.99,60.0,2390.1164999999996,2,1.0,21884.17
10646,,,,,1,,
10647,61130.67,67984.68,27.0,2517.951111111111,1,,
10648,46654.26,58321.49,27.0,2160.055185185185,1,,
10649,136120.59,261650.07,95.0,2754.211263157895,3,,
10650,1137.43,96370.34,31.0,3108.72064516129,1,1.0,5297.92
10651,120197.5,134169.78,56.0,2395.8889285714286,2,,
10652,29627.66,44737.42,23.0,1945.1052173913042,1,,
10653,78226.86,53118.34,24.0,2213.2641666666664,1,1.0,31471.08
10654,7314.7,63184.21,31.0,2038.2003225806452,1,,
10655,65997.34,226993.3,91.0,2494.431868131868,3,,
10656,87103.24,65567.66,30.0,2185.588666666667,1,1.0,80385.21
10657,45858.74,66486.71,24.0,2770.2795833333334,1,,
10658,,,,,1,,
10659,49458.99,124910.79,54.0,2313.1627777777776,2,,
10660,,,,,1,,
10661,46628.24,82436.02,29.0,2842.6213793103448,1,,
10662,166913.66999999998,237260.65,90.0,2636.229444444444,3,,
10663,,,,,1,,
10664,34532.54,75307.08,30.0,2510.236,1,,
10665,57672.29,53604.94,24.0,2233.539166666667,1,1.0,16185.43
10666,40721.729999999996,148597.1,64.0,2321.8296875,2,1.0,98089.6
10667,167526.66,299891.16,118.0,2541.450508474576,4,2.0,104931.46
10668,,,,,1,,
10669,107714.14000000001,156562.17,70.0,2236.602428571429,2,2.0,154033.94
10670,103217.72,276260.51,99.0,2790.510202020202,3,2.0,93580.56
10671,66632.61,189451.67,72.0,2631.2731944444445,2,,
10672,158436.1,154214.75,60.0,2570.2458333333334,2,,
10673,,,,,1,,
10674,164506.65000000002,163221.81,64.0,2550.34078125,2,,
10675,59425.38,98297.88,32.0,3071.80875,1,,
10676,33358.45,159645.55,56.0,2850.813392857143,2,,
10677,186624.6,177943.73,65.0,2737.595846153846,2,1.0,83896.24
10678,53456.93,78690.05,31.0,2538.3887096774192,1,,
10679,,,,,1,,
10680,52220.020000000004,112528.08,50.0,2250.5616,2,1.0,19627.15
10681,96171.55,121244.74,59.0,2054.9955932203393,2,,
10682,,,,,1,,
10683,41432.48,58678.83,26.0,2256.878076923077,1,,
10684,,,,,1,,
10685,75217.21,89371.26,40.0,2234.2815,1,,
10686,337187.78,481284.98,195.0,2468.1281025641024,5,4.0,274567.42000000004
10687,227155.69,284217.57,114.0,2493.1365789473684,4,2.0,129952.91
10688,43699.63,79608.06,29.0,2745.1055172413794,1,,
10689,52550.59,58350.42,21.0,2778.5914285714284,1,,
10690,189331.69,149116.44,59.0,2527.397288135593,2,1.0,59380.52
10691,65275.81,161910.2,69.0,2346.5246376811597,2,1.0,75999.06
10692,113354.45999999999,176843.05,67.0,2639.4485074626864,2,1.0,17917.14
10693,109588.01999999999,127024.14,60.0,2117.069,2,,
10694,234387.3,276924.19,103.0,2688.584368932039,3,2.0,78305.37
10695,,,,,1,,
10696,2850.69,42307.42,18.0,2350.412222222222,1,,
10697,54175.01,135255.69,56.0,2415.2801785714287,2,,
10698,28537.58,66068.48,31.0,2131.2412903225804,1,,
10699,59032.48,101978.86,39.0,2614.842564102564,1,,
10700,29373.04,135517.15,57.0,2377.493859649123,2,,
10701,66279.41,49793.06,26.0,1915.1176923076923,1,,
10702,20614.63,96144.29,40.0,2403.60725,1,,
10703,95072.78,216955.56,91.0,2384.127032967033,3,1.0,83339.02
10704,107620.11,165993.18,67.0,2477.510149253731,2,,
10705,26905.510000000002,126512.55,45.0,2811.39,2,2.0,149840.59
10706,113618.97,262391.1,108.0,2429.547222222222,3,1.0,53911.37
10707,127110.29000000001,237229.82,89.0,2665.5035955056183,3,1.0,31038.04
10708,74085.98999999999,156131.1,62.0,2518.243548387097,2,1.0,21375.07
10709,98804.31,80305.59,30.0,2676.853,1,2.0,83782.1
10710,120002.31,236027.09,85.0,2776.789294117647,3,1.0,86224.07
10711,,,,,1,,
10712,73323.55,67566.79000000001,28.0,2413.099642857143,1,,
10713,44268.2,70726.15,36.0,1964.6152777777777,1,,
10714,,,,,1,,
10715,,,,,1,,
10716,200239.93,186558.06,75.0,2487.4408,3,,
10717,,,,,1,,
10718,148354.35,145209.35,60.0,2420.1558333333332,2,2.0,153337.93
10719,126691.58,214526.43,81.0,2648.4744444444445,3,,
10720,,,,,1,,
10721,99185.63,92788.55,35.0,2651.1014285714286,1,,
10722,76939.58,91015.36,39.0,2333.7271794871795,1,,
10723,60251.22,102803.37,35.0,2937.2391428571427,1,1.0,87408.64
10724,40425.89,99977.69,33.0,3029.62696969697,1,,
10725,,,,,1,,
10726,180557.06,200944.38999999998,82.0,2450.5413414634145,3,,
10727,150588.11,235427.16,96.0,2452.36625,3,1.0,97550.01
10728,86448.69,161033.49,64.0,2516.14828125,2,,
10729,107557.82999999999,218585.48,77.0,2838.7724675324675,2,,
10730,51644.69,201499.16999999998,78.0,2583.3226923076923,2,1.0,9326.3
10731,95485.55,100198.25,32.0,3131.1953125,1,,
10732,,,,,1,,
10733,,,,,1,,
10734,208347.58,407128.73,163.0,2497.7222699386502,4,,
10735,35239.9,71129.27,31.0,2294.4925806451615,1,,
10736,33094.26,88343.86,31.0,2849.801935483871,1,,
10737,,,,,1,,
10738,184790.42,244188.96,93.0,2625.6877419354837,3,,
10739,158269.25,367835.24,148.0,2485.373243243243,5,,
10740,89784.29999999999,371888.65,159.0,2338.922327044025,3,,
10741,74282.98999999999,271122.28,102.0,2658.0615686274514,3,,
10742,66974.97,80461.84,32.0,2514.4325,1,,
10743,151730.58,126514.31999999999,47.0,2691.7940425531915,2,1.0,48726.88
10744,,,,,1,,
10745,261907.02999999997,225091.14,86.0,2617.3388372093027,3,,
10746,150958.53,149784.0,56.0,2674.714285714286,2,1.0,63515.6
10747,68217.62,82519.06,33.0,2500.5775757575757,1,1.0,12279.78
10748,47690.43,146072.58,60.0,2434.5429999999997,2,,
10749,202767.28999999998,236199.65,86.0,2746.507558139535,3,,
10750,87921.93,74895.95,34.0,2202.8220588235295,1,,
10751,117758.09,165873.24,65.0,2551.8959999999997,2,,
10752,,,,,1,,
10753,111325.39,157861.46,62.0,2546.1525806451614,2,2.0,57392.86
10754,60087.11,102806.53,36.0,2855.7369444444444,1,,
10755,80947.03,66489.51,30.0,2216.317,1,,
10756,70376.51,58105.0,24.0,2421.0416666666665,1,1.0,83796.69
10757,14883.88,82805.05,33.0,2509.2439393939394,1,,
10758,181514.62,187252.05,72.0,2600.7229166666666,2,,
10759,,,,,1,,
10760,271238.93,466013.45,196.0,2377.619642857143,6,4.0,206692.5
10761,,,,,1,,
10762,68773.85,116109.31,43.0,2700.216511627907,1,,
10763,,,,,1,,
10764,101148.19,144813.33,60.0,2413.5555,2,,
10765,58739.64,36827.59,16.0,2301.724375,1,1.0,57741.55
10766,102603.43000000001,248139.64,99.0,2506.4610101010103,3,,
10767,118609.06,115846.1,44.0,2632.865909090909,2,1.0,9103.78
10768,28557.33,70020.92,27.0,2593.3674074074074,1,,
10769,439.01,64050.67,27.0,2372.247037037037,1,,
10770,51690.39,106903.23999999999,50.0,2138.0647999999997,2,,
10771,59428.04,69792.75,27.0,2584.9166666666665,1,,
10772,,,,,1,,
10773,152393.69,268865.15,98.0,2743.5219387755105,3,2.0,92714.63
10774,204237.74,232336.95,91.0,2553.1532967032967,3,1.0,35503.34
10775,,,,,1,,
10776,52482.12,83309.0,33.0,2524.5151515151515,1,1.0,56372.03
10777,52143.22,97104.77,40.0,2427.61925,1,,
10778,77732.77,46317.0,23.0,2013.7826086956522,1,,
10779,45860.35,154298.7,60.0,2571.645,2,,
10780,172113.02000000002,142263.3,60.0,2371.055,2,,
10781,98696.44,142836.26,56.0,2550.6475,2,,
10782,33344.03,40283.62,18.0,2237.978888888889,1,,
10783,132536.52000000002,150251.89,67.0,2242.56552238806,2,1.0,14254.2
10784,125075.95,136694.53,54.0,2531.3801851851854,2,1.0,72665.87
10785,31938.31,99284.45999999999,38.0,2612.748947368421,1,,
10786,49676.09,78352.69,33.0,2374.3239393939393,1,,
10787,,,,,1,,
10788,13510.69,43556.64,25.0,1742.2656,1,,
10789,89365.94,71512.6,32.0,2234.76875,1,,
10790,,,,,1,,
10791,,,,,1,,
10792,131221.65,144080.78,61.0,2361.98,2,,
10793,,,,,1,,
10794,91941.52,82999.22,29.0,2862.0420689655175,1,,
10795,74346.64,168733.49,73.0,2311.4176712328767,2,1.0,76322.83
10796,30363.58,81728.46,33.0,2476.6200000000003,1,,
10797,180841.59,283304.41,115.0,2463.516608695652,4,3.0,203938.43
10798,51176.54,141687.37,48.0,2951.820208333333,2,,
10799,83634.16,86771.17,34.0,2552.0932352941177,1,,
10800,220393.91999999998,236143.43,103.0,2292.6546601941745,4,3.0,227196.65000000002
10801,62664.46,63750.82,24.0,2656.284166666667,1,,
10802,34872.04,81219.92,29.0,2800.686896551724,1,,
10803,27557.309999999998,157744.71,61.0,2585.9788524590163,2,,
10804,,,,,1,,
10805,,,,,1,,
10806,56605.54,85348.41,30.0,2844.947,1,1.0,37284.69
10807,141611.22999999998,147082.7,60.0,2451.3783333333336,2,,
10808,91724.55,106632.82,38.0,2806.126842105263,1,,
10809,,,,,1,,
10810,46542.0,148512.28,60.0,2475.2046666666665,2,,
10811,93495.91,69321.95,26.0,2666.228846153846,1,1.0,41375.81
10812,24602.31,64423.02,27.0,2386.0377777777776,1,,
10813,219962.21999999997,255332.30000000002,105.0,2431.7361904761906,3,,
10814,77462.93,94351.12,32.0,2948.4725,1,1.0,79515.81
10815,52471.44,61214.23,23.0,2661.4882608695652,1,,
10816,94760.32,103589.41,35.0,2959.6974285714286,1,,
10817,74175.01000000001,100683.75,43.0,2341.482558139535,2,1.0,71988.1
10818,163595.47,288044.17,114.0,2526.703245614035,4,2.0,30728.76
10819,147363.82,254895.55,95.0,2683.111052631579,3,1.0,83105.71
10820,73138.79000000001,146521.95,56.0,2616.463392857143,2,,
10821,289642.78,318362.22,128.0,2487.20484375,4,,
10822,56938.14,216126.45,88.0,2455.9823863636366,3,,
10823,4734.68,66176.18,27.0,2450.9696296296293,1,,
10824,60387.81,79927.43,29.0,2756.118275862069,1,,
10825,,,,,1,,
10826,,,,,1,,
10827,,,,,1,,
10828,11914.04,44466.62,21.0,2117.458095238095,1,,
10829,98193.39,97129.82,37.0,2625.1302702702706,1,,
10830,12736.16,84451.15,30.0,2815.038333333333,1,,
10831,,,,,1,,
10832,179606.2,129670.12,48.0,2701.460833333333,2,,
10833,61013.979999999996,175067.47,67.0,2612.947313432836,2,,
10834,56611.36,158181.43,58.0,2727.2660344827586,2,,
10835,,,,,1,,
10836,139948.94,118234.43000000001,46.0,2570.313695652174,2,,
10837,,,,,1,,
10838,95221.01,268599.1,96.0,2797.9072916666664,3,,
10839,168017.54,271298.9,114.0,2379.814912280702,2,2.0,84760.88
10840,98320.47,207201.43,76.0,2726.3346052631578,3,,
10841,48602.51,110274.93,36.0,3063.1924999999997,1,,
10842,206189.51,226285.25,89.0,2542.5308988764045,3,,
10843,30763.53,115131.34,49.0,2349.6191836734693,2,,
10844,,,,,1,,
10845,117237.77,164621.44,64.0,2572.21,2,,
10846,,,,,1,,
10847,,,,,1,,
10848,150584.35,194735.45,89.0,2188.038764044944,3,,
10849,,,,,1,,
10850,102535.66,187271.33,70.0,2675.304714285714,2,3.0,116582.65
10851,92842.18,151500.38,62.0,2443.5545161290324,2,1.0,64131.66
10852,66448.99,76206.03,29.0,2627.7941379310346,1,,
10853,66553.69,84621.11,29.0,2917.9693103448276,1,1.0,48227.66
10854,,,,,1,,
10855,81624.65,80966.07,33.0,2453.517272727273,1,2.0,63542.61
10856,96537.73999999999,123626.7,48.0,2575.55625,2,,
10857,283839.31,283630.74,115.0,2466.354260869565,4,,
10858,,,,,1,,
10859,86300.12,186559.24,76.0,2454.726842105263,2,1.0,98478.6
10860,111942.12999999999,148191.1,56.0,2646.269642857143,2,,
10861,7264.93,101389.78,34.0,2982.0523529411767,1,,
10862,13836.35,86787.14,30.0,2892.904666666667,1,,
10863,88081.58,84088.86,31.0,2712.543870967742,1,,
10864,75432.07,153840.41,61.0,2521.97393442623,2,,
10865,94045.47,183033.78,69.0,2652.6634782608694,2,,
10866,34247.23,91013.53,39.0,2333.6802564102563,1,,
10867,196912.16,213568.38,89.0,2399.6447191011234,3,,
10868,3095.33,44698.06,20.0,2234.903,1,1.0,71795.09
10869,39813.36,69427.31,36.0,1928.5363888888887,1,,
10870,48802.76,80198.24,30.0,2673.2746666666667,1,1.0,80777.24
10871,63164.33,55060.84,24.0,2294.2016666666664,1,,
10872,,,,,1,,
10873,107698.72,198892.34,79.0,2517.624556962025,2,,
10874,,,,,1,,
10875,59361.75,87899.58,38.0,2313.146842105263,1,,
10876,74408.88,90777.33,36.0,2521.5925,1,,
10877,13689.45,69553.27,26.0,2675.1257692307695,1,,
10878,,,,,1,,
10879,68630.97,51488.7,22.0,2340.3954545454544,1,,
10880,73270.44,146974.86000000002,65.0,2261.1516923076924,2,,
10881,91295.86,76198.12,31.0,2458.003870967742,1,,
10882,7977.53,89685.17,36.0,2491.254722222222,1,,
10883,59511.6,163097.97,69.0,2363.738695652174,2,1.0,47753.35
10884,,,,,1,,
10885,,,,,1,,
10886,54548.29,63090.57,26.0,2426.5603846153845,1,1.0,29609.93
10887,156272.58,205463.15,84.0,2445.989880952381,3,1.0,30825.35
10888,,,,,1,,
10889,93898.27,68495.84,28.0,2446.2799999999997,1,,
10890,52829.59,93967.02,35.0,2684.772,1,,
10891,107164.17,184596.24,77.0,2397.3537662337662,2,,
10892,163278.2,251919.27,101.0,2494.2501980198017,3,,
10893,120144.11,289450.64,105.0,2756.672761904762,3,,
10894,137664.06,228820.15,96.0,2383.5432291666666,3,,
10895,217974.81,425131.81,171.0,2486.1509356725146,6,1.0,60739.7
10896,116192.58,161080.39,64.0,2516.88109375,2,,
10897,17831.08,85513.14,32.0,2672.285625,1,,
10898,111718.32,124579.76,57.0,2185.6098245614035,2,,
10899,373753.5,427259.05,172.0,2484.0642441860464,5,1.0,14857.72
10900,73054.7,171940.45,67.0,2566.2753731343287,2,,
10901,,,,,1,,
10902,71407.61,167201.05,73.0,2290.425342465753,2,1.0,94432.05
10903,68387.34,181514.83,70.0,2593.069,2,,
10904,114910.3,374812.82,161.0,2328.0299378881987,3,1.0,99733.08
10905,,,,,1,,
10906,55824.25,264880.42,103.0,2571.654563106796,3,2.0,117219.93000000001
10907,55024.14,75193.43000000001,31.0,2425.5945161290324,1,,
10908,96758.13,355247.99,148.0,2400.3242567567568,4,,
10909,268198.17,458046.96,185.0,2475.9295135135135,6,1.0,90788.26
10910,97498.08,72317.6,25.0,2892.704,1,,
10911,88833.03,71981.2,30.0,2399.3733333333334,1,,
10912,11467.359999999999,149430.31,64.0,2334.84859375,2,2.0,79314.72
10913,234810.34000000003,227143.25,91.0,2496.0796703296705,3,,
10914,103395.64,142784.64,58.0,2461.804137931035,2,,
10915,32978.16,90087.86,34.0,2649.6429411764707,1,,
10916,,,,,1,,
10917,,,,,1,,
10918,,,,,1,,
10919,22716.19,92456.44,36.0,2568.2344444444443,1,,
10920,151594.86000000002,202427.5,78.0,2595.224358974359,3,1.0,11879.52
10921,,,,,1,,
10922,4671.65,69985.88,29.0,2413.306206896552,1,1.0,70782.7
10923,14925.32,125767.84,49.0,2566.6906122448977,2,,
10924,,,,,1,,
10925,325306.41,302854.5,125.0,2422.836,4,2.0,47620.479999999996
10926,15144.15,71505.3,32.0,2234.540625,1,,
10927,65362.69,88616.67,31.0,2858.6022580645163,1,,
10928,87141.62,71301.22,31.0,2300.0393548387096,1,,
10929,75314.83,79255.59,30.0,2641.853,1,,
10930,127843.17,141656.5,68.0,2083.1838235294117,2,1.0,7431.11
10931,1483.96,291199.14,100.0,2911.9914000000003,2,,
10932,1966.25,81307.78,34.0,2391.405294117647,1,,
10933,51562.56,243702.71,102.0,2389.2422549019607,3,,
10934,78686.20000000001,146774.84,56.0,2620.9792857142857,2,,
10935,88012.70999999999,151664.37,69.0,2198.034347826087,2,,
10936,90241.67000000001,118781.74,55.0,2159.668,2,,
10937,168803.62,153704.84,63.0,2439.759365079365,2,,
10938,119036.71,94476.56,45.0,2099.4791111111113,2,,
10939,89332.76,203835.94,78.0,2613.2812820512822,3,1.0,17620.82
10940,92705.19,144561.09,59.0,2450.1879661016947,2,1.0,89845.11
10941,,,,,1,,
10942,63793.48,83987.88,32.0,2624.62125,1,,
10943,108188.4,162209.71,68.0,2385.4369117647057,2,1.0,18204.87
10944,,,,,1,,
10945,22968.67,66782.17,32.0,2086.9428125,1,,
10946,,,,,1,,
10947,206403.54,197414.21,81.0,2437.212469135802,3,,
10948,71053.0,159525.36,64.0,2492.58375,2,,
10949,,,,,1,,
10950,19307.32,101682.25,39.0,2607.2371794871797,1,,
10951,17836.489999999998,122411.72,45.0,2720.2604444444446,2,,
10952,180711.57,215194.82,81.0,2656.726172839506,3,,
10953,105502.08,160307.26,70.0,2290.1037142857144,2,,
10954,24747.41,56179.53,23.0,2442.588260869565,1,,
10955,,,,,1,,
10956,336174.71,248226.9,102.0,2433.5970588235296,4,1.0,6931.92
10957,,,,,1,,
10958,129144.88,188278.73,80.0,2353.484125,2,,
10959,,,,,1,,
10960,97375.3,52449.28,20.0,2622.464,1,,
10961,,,,,1,,
10962,12971.96,69571.67,30.0,2319.0556666666666,1,,
10963,205126.43,296907.66,115.0,2581.8057391304346,4,1.0,72508.87
10964,10718.14,48035.78,26.0,1847.53,1,1.0,71503.39
10965,,,,,1,,
10966,123337.61,217633.2,89.0,2445.3168539325843,3,,
10967,45666.71,74773.24,29.0,2578.3875862068967,1,,
10968,60172.28,73942.69,28.0,2640.8103571428574,1,,
10969,,,,,1,,
10970,,,,,1,,
10971,141437.95,143184.66,59.0,2426.858644067797,2,,
10972,126886.5,296154.17,112.0,2644.2336607142856,4,1.0,15797.11
10973,,,,,1,,
10974,73424.73999999999,138654.87,55.0,2520.9976363636365,2,1.0,1128.49
10975,,,,,1,,
10976,23432.34,178226.41,73.0,2441.4576712328767,2,2.0,104062.33
10977,75342.53,42364.9,19.0,2229.7315789473687,1,,
10978,120341.71,146773.45,59.0,2487.6855932203393,2,,
10979,,,,,1,,
10980,,,,,1,,
10981,7162.42,91090.75,32.0,2846.5859375,1,,
10982,106145.01999999999,148616.37,62.0,2397.0382258064515,2,,
10983,,,,,1,,
10984,60738.23,81490.93,32.0,2546.5915625,1,,
10985,7522.28,70092.26,29.0,2416.9744827586205,1,,
10986,68233.55,78120.95,35.0,2232.0271428571427,1,,
10987,46697.84,56324.479999999996,26.0,2166.326153846154,1,,
10988,51603.869999999995,98475.49,37.0,2661.49972972973,2,,
10989,28102.34,121117.52,51.0,2374.8533333333335,2,,
10990,47914.2,160175.71,70.0,2288.2244285714282,2,,
10991,103104.64,134500.14,54.0,2490.743333333334,2,1.0,17852.81
10992,76335.9,76670.26,28.0,2738.223571428571,1,1.0,51864.56
10993,28368.98,77131.08,30.0,2571.036,1,,
10994,59689.92,81407.51,33.0,2466.8942424242423,1,,
10995,24322.71,71836.42,31.0,2317.3038709677417,1,,
10996,273868.94,271465.35,107.0,2537.0593457943924,4,,
10997,187055.83,291057.63,112.0,2598.7288392857145,4,,
10998,69192.73999999999,160929.97,58.0,2774.6546551724136,2,,
10999,,,,,1,,
11000,306213.32,301814.35,116.0,2601.847844827586,4,1.0,74135.38
11001,,,,,1,,
11002,40948.29,77886.55,34.0,2290.7808823529413,1,,
11003,109368.48000000001,126688.19,56.0,2262.289107142857,2,,
11004,80721.73,83356.37,32.0,2604.8865625,1,1.0,27964.95
11005,,,,,1,,
11006,,,,,1,,
11007,57167.62,143168.63,58.0,2468.424655172414,2,1.0,27208.83
